loan_id,application_id,customer_id,disbursement_date,loan_amount,current_loan_status,total_principal_paid,total_interest_paid,remaining_balance,last_payment_date,next_payment_date,days_past_due,default_flag,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months,nsf_count
LOAN0003573,APP0006578,CUST003167,2022-07-19,24612.42,Fully Paid,24603.92,2286.56,8.5,2023-01-03,2023-02-02,0,0,2024-04-13,Major Purchase,24612.42,60,Approved,Disbursed,12.83,11.0,Deepa Shah,35.0,Employed,3.73,143378.15,Own,Baltimore,MD,2015-06-20,724.0,13.0,4.0,0.0,40.36,31.0,1.0,0.0
LOAN0003574,APP0006581,CUST003969,2025-06-18,7410.92,Fully Paid,4713.19,560.38,2697.73,2026-08-01,2026-08-31,20,0,2024-02-09,Debt Consolidation,7410.92,60,Approved,Disbursed,14.99,20.62,Anil Smith,64.0,Employed,5.46,15215.3,Rent,Jacksonville,FL,2015-10-15,546.0,10.0,3.0,0.0,30.46,101.0,2.0,0.0
LOAN0003575,APP0006582,CUST004936,2023-02-26,8120.69,Current,7505.44,761.51,615.25,2024-04-18,2024-05-18,10,0,2025-05-26,Debt Consolidation,8120.69,36,Approved,Disbursed,14.49,,Susan Reddy,46.0,Self-Employed,9.33,41412.82,Own,Charlotte,NC,2020-08-29,692.0,13.0,2.0,0.0,29.32,141.0,1.0,0.0
LOAN0003576,APP0006584,CUST004916,2025-03-18,22216.03,Fully Paid,13018.71,1882.77,9197.32,2025-12-14,2026-01-13,0,0,2024-12-09,Debt Consolidation,22216.03,36,Approved,Disbursed,24.87,,Sunita Williams,42.0,Employed,0.69,60760.05,Rent,Baltimore,MD,2015-06-05,638.0,21.0,11.0,1.0,28.43,51.0,2.0,0.0
LOAN0003577,APP0006586,CUST000127,2025-10-25,10079.86,Fully Paid,6103.84,1056.46,3976.02,,2026-03-01,0,0,2025-05-14,Debt Consolidation,10079.86,60,Approved,Disbursed,23.35,11.66,Karen Davis,28.0,Retired,0.0,63642.32,Mortgage,San Francisco,CA,2020-07-26,813.0,24.0,11.0,0.0,13.32,354.0,0.0,0.0
LOAN0003578,APP0006589,CUST000863,2025-09-12,4433.06,Fully Paid,4358.95,600.25,74.11,2026-04-05,2026-05-05,20,0,2023-12-03,Major Purchase,4433.06,36,Approved,Disbursed,12.85,18.99,Amit Wilson,58.0,Retired,0.0,64774.78,Own,Denver,CO,2021-05-06,681.0,8.0,5.0,0.0,0.37,20.0,3.0,0.0
LOAN0003579,APP0006593,CUST004351,2022-02-18,21089.81,Current,19418.89,1315.12,1670.92,2023-01-19,2023-02-18,0,0,2023-03-28,Home Improvement,21089.81,36,Approved,Disbursed,8.78,11.34,Karen Williams,22.0,Employed,0.61,72094.53,Own,Philadelphia,PA,2017-08-20,663.0,7.0,14.0,0.0,55.05,96.0,3.0,1.0
LOAN0003580,APP0006598,CUST004473,2025-08-03,13175.11,Current,12607.67,2248.16,567.44,2027-11-28,2027-12-28,5,0,2023-03-19,Debt Consolidation,13175.11,36,Approved,Disbursed,7.33,29.6,Charles Lopez,55.0,Self-Employed,8.45,15000.0,Mortgage,Fresno,California,2015-04-02,745.0,10.0,13.0,0.0,8.22,136.0,3.0,1.0
LOAN0003581,APP0006600,CUST001993,2025-06-12,11743.24,Fully Paid,10707.99,2045.68,1035.25,2027-09-25,2027-10-25,10,0,2025-09-20,Debt Consolidation,11743.24,36,Approved,Disbursed,14.13,16.07,Jennifer Gonzalez,54.0,Employed,4.65,49417.29,Mortgage,Arlington,TX,2015-06-30,776.0,20.0,10.0,0.0,46.83,51.0,0.0,0.0
LOAN0003582,APP0006601,CUST000207,2022-08-04,24098.55,Current,19337.74,1180.36,4760.81,2023-07-23,2023-08-22,0,0,2025-03-30,Credit Card Refinancing,24098.55,36,Approved,Disbursed,18.32,,Sneha Martinez,46.0,Retired,0.0,18200.19,Mortgage,Phoenix,AZ,2020-05-08,732.0,8.0,14.0,1.0,49.2,268.0,0.0,0.0
LOAN0003583,APP0006605,CUST003459,2022-11-15,13740.0,Fully Paid,13481.48,3258.41,258.52,2022-12-02,2023-01-01,0,0,2022-04-28,Debt Consolidation,13740.0,60,Approved,Disbursed,17.13,13.22,Sarah Mehta,40.0,Employed,1.69,454367.19,Own,Las Vegas,NV,2019-10-16,655.0,15.0,3.0,0.0,36.31,127.0,0.0,0.0
LOAN0003584,APP0006608,CUST000789,2024-10-25,5729.68,Fully Paid,5437.08,891.97,292.6,2026-02-22,2026-03-24,10,0,2025-02-02,Small Business,5729.68,60,Approved,Disbursed,22.78,3.81,Mary Jones,39.0,Retired,0.0,75431.47,Rent,Nashville,TN,2015-07-24,586.0,2.0,3.0,0.0,36.68,28.0,0.0,0.0
LOAN0003585,APP0006611,CUST002020,2022-11-12,60977.34,Fully Paid,54896.8,3943.89,6080.54,,2024-10-30,0,0,2023-05-10,Debt Consolidation,60977.34,60,Approved,Disbursed,16.71,9.83,James Brown,25.0,Employed,0.55,105658.87,Mortgage,Baltimore,MD,2016-02-03,672.0,9.0,9.0,0.0,25.88,143.0,0.0,0.0
LOAN0003586,APP0006614,CUST004437,2025-04-20,15493.3,Current,15372.54,2122.45,120.76,2027-05-20,2027-06-19,0,0,2023-12-26,Small Business,15493.3,60,Approved,Disbursed,18.85,31.65,Amit Brown,54.0,Employed,3.54,179151.71,Mortgage,Raleigh,NC,2019-01-27,577.0,7.0,11.0,0.0,17.85,156.0,3.0,0.0
LOAN0003587,APP0006615,CUST001593,2024-07-18,8496.38,Current,6472.44,1212.37,2023.94,2026-07-25,2026-08-24,0,0,2024-01-27,Debt Consolidation,8496.38,60,Approved,Disbursed,6.44,23.3,Anjali Martinez,45.0,Employed,6.74,19634.14,Mortgage,Houston,TX,2016-08-02,679.0,6.0,4.0,0.0,22.02,253.0,1.0,0.0
LOAN0003588,APP0006617,CUST004901,2025-02-05,15861.74,Fully Paid,10986.99,1143.36,4874.75,2026-07-03,2026-08-02,5,0,2024-09-07,Credit Card Refinancing,15861.74,36,Approved,Disbursed,20.66,12.76,Mary Sharma,35.0,Employed,3.89,118721.72,Mortgage,Chicago,IL,2020-11-07,850.0,8.0,4.0,0.0,100.0,78.0,0.0,1.0
LOAN0003589,APP0006618,CUST002441,2024-04-05,5107.34,Late (31-120 days),329.57,62.76,4777.77,2024-04-27,2024-05-27,128,1,2025-06-21,Debt Consolidation,5107.34,36,Approved,Disbursed,26.19,19.99,Barbara Sharma,60.0,Employed,18.92,69647.51,Rent,Los Angeles,CA,2016-12-19,708.0,4.0,12.0,0.0,14.01,166.0,0.0,5.0
LOAN0003590,APP0006619,CUST001181,2024-12-17,34961.86,Fully Paid,25760.65,5568.82,9201.21,,2026-05-19,5,0,2024-12-23,Credit Card Refinancing,34961.86,60,Approved,Disbursed,19.69,10.12,Neha Williams,42.0,Employed,9.08,56316.24,Rent,Boston,MA,2018-09-25,697.0,8.0,8.0,0.0,55.21,133.0,0.0,0.0
LOAN0003591,APP0006625,CUST001543,2022-03-02,7640.1,Current,4257.34,298.16,3382.76,2023-05-04,2023-06-03,0,0,2024-01-11,Debt Consolidation,7640.1,36,Approved,Disbursed,13.67,,William Rodriguez,59.0,Self-Employed,8.27,,Rent,Washington,DC,2017-02-12,714.0,7.0,6.0,0.0,41.7,338.0,2.0,0.0
LOAN0003592,APP0006629,CUST004339,2023-10-01,16115.04,Fully Paid,8352.33,1784.28,7762.71,2025-01-22,2025-02-21,20,0,2022-10-07,Small Business,16115.04,60,Approved,Disbursed,16.88,20.53,Deepa Rodriguez,22.0,Employed,0.94,61772.43,Rent,Miami,FL,2019-02-15,586.0,10.0,10.0,0.0,6.18,181.0,4.0,0.0
LOAN0003593,APP0006631,CUST004981,2025-03-28,12903.68,Current,9889.24,520.05,3014.44,2027-03-09,2027-04-08,5,0,2023-03-25,Home Improvement,12903.68,60,Approved,Disbursed,25.78,32.9,Mary Miller,25.0,Employed,0.56,160167.27,Rent,Charlotte,NC,2021-12-01,829.0,14.0,14.0,0.0,35.66,200.0,1.0,0.0
LOAN0003594,APP0006633,CUST002340,2024-05-23,15914.7,Current,8910.84,529.54,7003.86,2024-07-19,2024-08-18,0,0,,Debt Consolidation,15914.7,60,Approved,Disbursed,20.14,10.42,Robert Mehta,32.0,Employed,5.19,81857.73,Own,San Diego,CA,2020-05-30,596.0,16.0,2.0,0.0,32.78,62.0,0.0,0.0
LOAN0003595,APP0006637,CUST001048,2025-09-02,17852.29,In Grace Period,14549.68,1952.88,3302.61,2026-11-14,2026-12-14,0,0,,Debt Consolidation,17852.29,60,Approved,Disbursed,25.91,15.94,Sunita Garcia,22.0,Self-Employed,9.48,50007.22,Mortgage,Arlington,TX,2019-12-03,844.0,8.0,5.0,0.0,43.95,344.0,3.0,0.0
LOAN0003596,APP0006642,CUST000951,2024-08-15,3914.97,Fully Paid,2174.14,136.52,1740.83,2026-12-18,2027-01-17,20,0,2025-05-16,Small Business,3914.97,36,Approved,Disbursed,22.9,28.9,Patricia Hernandez,37.0,Self-Employed,14.33,47586.74,Mortgage,Arlington,TX,2020-01-08,753.0,6.0,3.0,0.0,29.15,24.0,1.0,0.0
LOAN0003597,APP0006643,CUST002121,2024-07-23,20811.51,Fully Paid,15169.87,1787.24,5641.64,2024-10-31,2024-11-30,0,0,2023-11-20,Small Business,20811.51,60,Approved,Disbursed,6.43,26.69,Patricia Wilson,68.0,Employed,0.72,39851.02,Mortgage,Chicago,IL,2021-01-13,702.0,8.0,14.0,1.0,44.01,192.0,2.0,0.0
LOAN0003598,APP0006644,CUST000454,2024-09-19,20321.18,Current,19883.12,1229.05,438.06,2025-05-11,2025-06-10,10,0,2025-12-23,Credit Card Refinancing,20321.18,36,Approved,Disbursed,10.14,14.14,Rahul Brown,46.0,Employed,3.67,91811.15,Rent,Fort Worth,TX,2016-12-17,795.0,4.0,4.0,0.0,56.16,211.0,5.0,0.0
LOAN0003599,APP0006645,CUST001614,2023-08-06,5680.89,Fully Paid,4166.9,396.34,1513.99,2025-10-08,2025-11-07,0,0,,Debt Consolidation,5680.89,60,Approved,Disbursed,7.01,11.29,Deepa Johnson,39.0,Retired,0.0,75771.2,Mortgage,Nashville,TN,2017-05-02,730.0,19.0,1.0,1.0,28.05,246.0,0.0,0.0
LOAN0003600,APP0006650,CUST003741,2023-08-05,11111.84,Fully Paid,6769.72,1048.16,4342.12,2025-06-05,2025-07-05,0,0,2023-11-03,Debt Consolidation,11111.84,36,Approved,Disbursed,18.69,7.3,Amit Miller,31.0,Employed,7.0,49579.55,Mortgage,El Paso,TX,2018-04-04,544.0,22.0,11.0,0.0,28.72,293.0,3.0,0.0
LOAN0003601,APP0006651,CUST004765,2022-10-20,15789.9,Late (16-30 days),9827.51,574.87,5962.39,2024-06-12,2024-07-12,0,0,2025-06-15,Credit Card Refinancing,15789.9,36,Approved,Disbursed,13.54,4.88,Anjali Hernandez,28.0,Employed,2.15,72087.38,Mortgage,Baltimore,MD,2020-05-07,754.0,6.0,4.0,1.0,9.79,198.0,1.0,1.0
LOAN0003602,APP0006653,CUST004596,2025-02-22,24839.75,Current,21021.63,2005.68,-141.67,,2027-03-18,5,0,2025-02-26,Credit Card Refinancing,24839.75,60,Approved,Disbursed,6.7,28.58,Anil Anderson,41.0,Self-Employed,2.16,136726.68,Rent,Baltimore,MD,26/01/2017,736.0,7.0,5.0,0.0,8.9,99.0,1.0,0.0
LOAN0003603,APP0006655,CUST001939,2024-09-05,26476.78,Fully Paid,26229.66,4529.06,247.12,2025-07-24,2025-08-23,0,0,2025-03-05,Credit Card Refinancing,26476.78,36,Approved,Disbursed,21.99,7.36,Robert Sharma,53.0,Employed,8.64,31144.55,Own,Dallas,TX,2018-09-28,524.0,12.0,14.0,0.0,71.97,241.0,3.0,0.0
LOAN0003604,APP0006657,CUST003902,2025-01-01,12328.78,Current,8295.79,1101.51,4032.99,2026-01-12,2026-02-11,0,0,2025-09-08,Debt Consolidation,12328.78,36,Approved,Disbursed,13.36,4.9,Pooja Anderson,38.0,Retired,0.0,41482.91,Own,Arlington,TX,2020-02-24,581.0,3.0,12.0,1.0,10.04,256.0,0.0,0.0
LOAN0003605,APP0006659,CUST002033,2024-03-03,7261.41,Charged-Off,443.03,54.68,6818.38,2025-01-20,2025-02-19,132,1,2024-02-07,Credit Card Refinancing,7261.41,60,Approved,Disbursed,15.47,10.97,Jessica Smith,45.0,Employed,0.76,38920.95,Mortgage,Boston,MA,2021-08-31,580.0,21.0,1.0,3.0,20.52,84.0,0.0,8.0
LOAN0003606,APP0006661,CUST002250,2023-11-16,8778.93,Fully Paid,8389.89,1102.68,389.04,2025-08-18,2025-09-17,0,0,2025-05-26,Debt Consolidation,8778.93,36,Approved,Disbursed,22.45,17.62,Lisa Hernandez,51.0,Self-Employed,2.83,30036.1,Mortgage,Charlotte,NC,2020-12-18,735.0,22.0,9.0,0.0,43.96,142.0,0.0,0.0
LOAN0003607,APP0006662,CUST001635,2024-07-27,14147.95,Current,12792.11,897.9,1355.84,2025-03-05,2025-04-04,20,0,2024-06-26,Small Business,14147.95,60,Approved,Disbursed,9.44,37.42,Kiran Mehta,35.0,Self-Employed,2.28,67814.1,Mortgage,Phoenix,Arizona,2016-02-06,749.0,14.0,4.0,0.0,8.4,295.0,2.0,0.0
LOAN0003608,APP0006666,CUST001273,2022-02-16,7479.72,Current,5366.81,1030.8,2112.91,2023-08-27,2023-09-26,20,0,2023-06-10,Credit Card Refinancing,7479.72,36,Approved,Disbursed,12.43,9.02,Amit Rao,26.0,Employed,7.5,108798.1,Own,Oklahoma City,OK,2016-10-31,,,,,,,,0.0
LOAN0003609,APP0006667,CUST002610,2022-10-24,8126.62,Fully Paid,6384.53,885.69,1742.09,2023-05-21,2023-06-20,5,0,2023-09-01,Credit Card Refinancing,8126.62,36,Approved,Disbursed,15.22,25.58,Sneha Shah,55.0,Employed,14.23,37636.58,Rent,Dallas,TX,2017-09-02,759.0,22.0,7.0,0.0,27.2,272.0,1.0,0.0
LOAN0003610,APP0006668,CUST000696,2022-11-23,11480.29,Current,8488.0,1608.2,2992.29,2024-08-28,2024-09-27,0,0,2025-01-27,Debt Consolidation,11480.29,60,Approved,Disbursed,19.21,2.08,Barbara Garcia,36.0,Self-Employed,0.98,,Rent,Las Vegas,NV,14/09/2016,544.0,4.0,1.0,0.0,21.5,211.0,0.0,0.0
LOAN0003611,APP0006669,CUST004421,2023-08-03,37048.96,Late (31-120 days),15705.26,1465.73,21343.7,2025-04-18,2025-05-18,229,1,2022-02-09,Credit Card Refinancing,37048.96,36,Approved,Disbursed,11.13,12.58,Rahul Hernandez,56.0,Employed,2.75,68613.04,Rent,San Diego,CA,2018-01-14,503.0,12.0,14.0,0.0,26.76,352.0,0.0,8.0
LOAN0003612,APP0006670,CUST000117,2023-02-06,4488.01,Fully Paid,3068.95,726.66,1419.06,2024-06-26,2024-07-26,20,0,,Credit Card Refinancing,4488.01,60,Approved,Disbursed,13.59,24.33,Karen Sharma,39.0,Unemployed,0.0,72852.83,Rent,San Jose,CA,2016-05-30,768.0,13.0,13.0,0.0,38.06,207.0,3.0,0.0
LOAN0003613,APP0006671,CUST003533,2025-08-17,1806.55,Charged-Off,899.48,217.56,907.07,2028-01-29,2028-02-28,185,1,2022-01-12,Debt Consolidation,1806.55,36,Approved,Disbursed,14.67,6.56,Susan Rodriguez,38.0,Employed,3.09,76215.39,Rent,Phoenix,Arizona,2016-02-15,756.0,23.0,8.0,1.0,21.08,222.0,0.0,2.0
LOAN0003614,APP0006672,CUST003905,2024-08-12,10413.57,Fully Paid,8746.06,1725.38,1667.51,2025-11-27,2025-12-27,0,0,2022-08-26,Debt Consolidation,10413.57,60,Approved,Disbursed,15.5,33.16,Thomas Rodriguez,,Unemployed,0.0,30277.95,Mortgage,Chicago,IL,2018-01-14,603.0,4.0,1.0,0.0,15.61,344.0,3.0,0.0
LOAN0003615,APP0006678,CUST000108,2025-05-26,13226.95,Current,9872.19,1648.45,3354.76,2027-09-20,2027-10-20,20,0,2025-04-24,Home Improvement,13226.95,36,Approved,Disbursed,26.33,14.04,Linda Nair,42.0,Employed,2.33,48472.28,Own,Louisville,KY,2015-03-16,642.0,20.0,9.0,0.0,46.28,274.0,0.0,0.0
LOAN0003616,APP0006680,CUST002930,2024-12-27,24424.82,In Grace Period,17576.61,1352.58,6848.21,2026-12-01,2026-12-31,0,0,2023-07-11,Debt Consolidation,24424.82,60,Approved,Disbursed,9.24,21.17,David Patel,51.0,Self-Employed,3.01,81211.11,Rent,Tucson,Arizona,2021-08-07,736.0,13.0,9.0,1.0,10.55,43.0,2.0,0.0
LOAN0003617,APP0006681,CUST003020,2024-06-30,2093.45,Current,1790.36,108.87,303.09,,2025-04-02,20,0,2025-09-10,Debt Consolidation,2093.45,36,Approved,Disbursed,18.32,17.87,Barbara Garcia,46.0,Employed,18.91,47827.97,Mortgage,Fresno,CA,2015-07-22,599.0,17.0,13.0,0.0,37.72,342.0,3.0,0.0
LOAN0003618,APP0006683,CUST002885,2024-01-01,4407.88,Current,2445.98,358.0,1961.9,2026-05-27,2026-06-26,20,0,2023-03-06,Small Business,4407.88,60,Approved,Disbursed,8.16,28.48,Karen Gupta,22.0,Employed,3.04,,Mortgage,Fresno,CA,2015-07-04,661.0,9.0,7.0,0.0,42.75,265.0,0.0,0.0
LOAN0003619,APP0006686,CUST000926,2022-11-29,22787.17,Fully Paid,17571.26,3783.88,5215.91,,2025-06-07,0,0,2023-12-30,Debt Consolidation,22787.17,36,Approved,Disbursed,26.66,,Joseph Smith,22.0,Employed,0.08,17882.22,Mortgage,San Antonio,TX,2015-11-26,554.0,17.0,2.0,1.0,23.22,356.0,2.0,0.0
LOAN0003620,APP0006688,CUST002549,2023-08-23,29960.84,Fully Paid,18776.76,4133.12,11184.08,2024-09-29,2024-10-29,0,0,2025-05-10,Home Improvement,29960.84,36,Approved,Disbursed,12.76,4.0,Sunita Mehta,52.0,Employed,3.01,116294.04,Rent,Columbus,OH,2015-08-23,666.0,20.0,11.0,0.0,52.4,14.0,4.0,0.0
LOAN0003621,APP0006690,CUST004832,2022-03-31,10640.4,Fully Paid,8585.52,741.51,2054.88,2022-12-29,2023-01-28,0,0,2024-03-22,Debt Consolidation,10640.4,36,Approved,Disbursed,17.13,10.34,James Davis,25.0,Employed,8.59,100852.95,Mortgage,Columbus,OH,2018-12-16,720.0,21.0,8.0,0.0,24.3,312.0,0.0,0.0
LOAN0003622,APP0006691,CUST001201,2024-01-09,11819.32,Charged-Off,4648.86,472.56,7170.46,,2026-03-13,74,1,2022-09-14,Debt Consolidation,11819.32,60,Approved,Disbursed,12.44,38.37,Sunita Anderson,41.0,Self-Employed,8.1,56138.26,Own,Chicago,IL,2015-12-22,557.0,6.0,14.0,0.0,56.58,247.0,1.0,13.0
LOAN0003623,APP0006692,CUST002919,2023-07-05,83170.0,Fully Paid,77733.41,10882.63,5436.59,2025-09-05,2025-10-05,0,0,,Debt Consolidation,83170.0,60,Approved,Disbursed,8.41,8.06,William Martinez,41.0,Employed,2.45,61465.19,Own,San Antonio,TX,2019-07-20,690.0,2.0,11.0,0.0,22.41,94.0,1.0,0.0
LOAN0003624,APP0006694,CUST000738,2023-03-02,10050.52,In Grace Period,7685.19,1884.12,2365.33,2023-07-02,2023-08-01,0,0,2024-12-02,Home Improvement,10050.52,60,Approved,Disbursed,27.45,29.33,Michael Hernandez,51.0,Self-Employed,8.97,92587.27,Mortgage,Philadelphia,PA,2017-07-21,643.0,6.0,1.0,1.0,37.29,254.0,1.0,0.0
LOAN0003625,APP0006698,CUST001248,2024-07-05,6263.28,Current,3243.91,167.11,3019.37,2025-04-25,2025-05-25,10,0,2022-08-23,Home Improvement,6263.28,60,Approved,Disbursed,20.98,16.04,John Kumar,30.0,Unemployed,0.0,,Rent,Cleveland,OH,2019-11-20,714.0,14.0,13.0,2.0,7.15,294.0,0.0,0.0
LOAN0003626,APP0006699,CUST003148,2023-02-27,4705.29,Charged-Off,452.75,110.38,4252.54,2025-03-27,2025-04-26,227,1,2022-01-03,Credit Card Refinancing,4705.29,60,Approved,Disbursed,12.75,15.49,William Hernandez,31.0,Employed,4.16,25588.69,Own,Columbus,OH,2021-06-24,623.0,17.0,3.0,0.0,29.42,269.0,3.0,8.0
LOAN0003627,APP0006700,CUST000097,2024-11-16,12777.17,Current,7861.92,1452.47,4915.25,2025-08-04,2025-09-03,5,0,2022-08-09,Debt Consolidation,12777.17,36,Approved,Disbursed,20.32,27.89,Priya Sharma,43.0,Employed,6.82,33099.73,Rent,Milwaukee,WI,2019-12-07,700.0,22.0,2.0,0.0,15.92,103.0,3.0,1.0
LOAN0003628,APP0006701,CUST000553,2024-04-13,26705.7,Current,18565.4,1496.72,8140.3,2024-08-11,2024-09-10,0,0,2023-08-11,Major Purchase,26705.7,36,Approved,Disbursed,11.89,34.15,Susan Anderson,54.0,Employed,0.87,,Rent,Atlanta,GA,2017-11-30,644.0,22.0,4.0,0.0,13.23,138.0,0.0,0.0
LOAN0003629,APP0006702,CUST003882,2023-05-19,4082.72,Fully Paid,3828.63,292.37,254.09,2024-07-02,2024-08-01,20,0,2023-10-14,Debt Consolidation,4082.72,60,Approved,Disbursed,15.61,9.74,Lisa Patel,42.0,Employed,0.1,97811.29,Mortgage,Raleigh,NC,2019-11-26,758.0,24.0,13.0,3.0,15.31,211.0,2.0,0.0
LOAN0003630,APP0006703,CUST000768,2025-02-18,13680.47,Current,9955.37,1938.58,3725.1,2027-07-31,2027-08-30,0,0,2022-05-03,Credit Card Refinancing,13680.47,36,Approved,Disbursed,10.24,15.73,Neha Williams,61.0,Employed,5.94,52452.35,Mortgage,Charlotte,NC,2018-09-23,623.0,5.0,7.0,3.0,33.17,307.0,1.0,0.0
LOAN0003631,APP0006705,CUST002861,2025-10-15,20264.02,Late (16-30 days),20130.17,2655.97,133.85,2027-07-10,2027-08-09,20,0,2024-02-25,Major Purchase,20264.02,60,Approved,Disbursed,11.58,,Barbara Davis,33.0,Employed,1.38,107275.78,Mortgage,Baltimore,MD,2017-07-18,526.0,22.0,3.0,3.0,36.66,38.0,0.0,0.0
LOAN0003632,APP0006708,CUST002553,2023-06-27,15092.58,Current,14299.51,2361.39,793.07,,2025-12-11,0,0,,Debt Consolidation,15092.58,60,Approved,Disbursed,11.75,4.48,Priya Mehta,62.0,Unemployed,0.0,72353.11,Rent,Columbus,OH,2020-02-21,647.0,8.0,4.0,2.0,18.93,61.0,2.0,0.0
LOAN0003633,APP0006710,CUST001023,2024-05-24,36803.6,Fully Paid,18682.8,2142.47,18120.8,2026-04-08,2026-05-08,0,0,2024-12-02,Debt Consolidation,36803.6,60,Approved,Disbursed,18.88,25.34,Pooja Brown,39.0,Employed,0.05,33323.82,Mortgage,Chicago,IL,2018-04-15,,20.0,14.0,0.0,23.64,330.0,4.0,0.0
LOAN0003634,APP0006711,CUST002991,2025-07-29,6927.5,In Grace Period,5263.2,801.4,1664.3,2027-10-28,2027-11-27,5,0,2025-06-29,Credit Card Refinancing,6927.5,36,Approved,Disbursed,7.33,38.96,James Smith,58.0,Employed,1.3,130511.42,Mortgage,San Diego,CA,2018-05-30,667.0,12.0,12.0,1.0,8.86,118.0,0.0,0.0
LOAN0003635,APP0006712,CUST003794,2024-06-21,6927.05,Fully Paid,4541.23,856.74,2385.82,2024-09-22,2024-10-22,0,0,2023-07-31,Credit Card Refinancing,6927.05,36,Approved,Disbursed,5.96,7.91,Patricia Smith,37.0,Self-Employed,0.27,,Own,Nashville,TN,2019-04-27,678.0,21.0,10.0,0.0,11.43,302.0,2.0,0.0
LOAN0003636,APP0006714,CUST000072,2022-01-28,4449.83,Fully Paid,3998.87,626.01,450.96,2022-03-23,2022-04-22,0,0,2024-09-26,Home Improvement,4449.83,36,Approved,Disbursed,26.9,16.02,Joseph Mehta,58.0,Employed,2.74,107658.92,Own,Phoenix,AZ,22/04/2016,654.0,20.0,4.0,0.0,14.13,115.0,0.0,0.0
LOAN0003637,APP0006716,CUST002667,2022-08-23,29976.71,Current,17206.51,2714.09,12770.2,2023-10-30,2023-11-29,0,0,2025-11-18,Home Improvement,29976.71,60,Approved,Disbursed,11.89,15.76,Sneha Shah,50.0,Employed,2.49,74056.65,Rent,Cleveland,OH,27/01/2016,708.0,6.0,4.0,0.0,24.7,335.0,0.0,0.0
LOAN0003638,APP0006717,CUST004221,2025-06-06,22757.06,Fully Paid,16741.55,2578.1,6015.51,2025-11-10,2025-12-10,20,0,,Debt Consolidation,22757.06,36,Approved,Disbursed,10.01,25.0,David Williams,22.0,Employed,6.91,22445.06,Own,Fort Worth,TX,08/03/2020,786.0,18.0,7.0,1.0,37.07,293.0,4.0,0.0
LOAN0003639,APP0006718,CUST001899,2025-11-19,13873.51,Fully Paid,8529.24,1215.7,5344.27,2026-10-07,2026-11-06,0,0,2023-07-02,Small Business,13873.51,60,Approved,Disbursed,6.15,2.04,Lisa Martinez,46.0,Employed,2.62,98932.66,Own,San Diego,CA,2016-11-14,714.0,17.0,12.0,0.0,7.71,295.0,1.0,0.0
LOAN0003640,APP0006720,CUST000105,2023-02-25,8345.15,Fully Paid,5779.95,1431.22,2565.2,2024-09-11,2024-10-11,0,0,2023-09-23,Small Business,8345.15,36,Approved,Disbursed,11.11,22.81,Robert Kumar,38.0,Employed,2.76,,Rent,Raleigh,NC,2019-06-01,607.0,20.0,2.0,0.0,12.57,305.0,3.0,0.0
LOAN0003641,APP0006721,CUST001641,2023-06-06,57448.53,In Grace Period,51585.84,2817.29,5862.69,2025-03-19,2025-04-18,0,0,2024-05-07,Home Improvement,57448.53,36,Approved,Disbursed,13.39,14.06,Barbara Smith,40.0,Employed,1.72,111052.97,Own,Chicago,Illinois,2015-06-07,653.0,11.0,5.0,0.0,10.69,100.0,1.0,0.0
LOAN0003642,APP0006722,CUST003297,2024-10-03,10941.17,Current,8996.84,558.83,1944.33,2024-11-07,2024-12-07,10,0,2023-11-28,Debt Consolidation,10941.17,60,Approved,Disbursed,19.68,9.35,Priya Kumar,60.0,Self-Employed,6.44,70067.19,Mortgage,Philadelphia,PA,2016-04-25,686.0,19.0,9.0,1.0,42.72,116.0,0.0,0.0
LOAN0003643,APP0006723,CUST001878,2023-10-24,9602.19,Fully Paid,5040.7,608.88,4561.49,,2024-03-14,0,0,2024-11-05,Small Business,9602.19,36,Approved,Disbursed,25.57,12.15,Amit Rao,37.0,Employed,2.94,44470.28,Mortgage,San Jose,CA,2015-09-22,533.0,8.0,14.0,1.0,47.58,231.0,1.0,0.0
LOAN0003644,APP0006724,CUST001946,2023-08-23,6366.29,Fully Paid,3605.25,411.72,2761.04,,2023-11-05,0,0,2024-06-24,Home Improvement,6366.29,36,Approved,Disbursed,7.93,5.97,Michael Singh,35.0,Employed,1.03,23849.66,Rent,Tucson,AZ,22/05/2018,822.0,5.0,9.0,0.0,25.2,261.0,1.0,0.0
LOAN0003645,APP0006725,CUST000061,2025-06-10,12445.1,Fully Paid,10625.39,1911.69,1819.71,2026-01-29,2026-02-28,0,0,2022-08-14,Credit Card Refinancing,12445.1,60,Approved,Disbursed,5.78,18.33,Thomas Singh,34.0,Retired,0.0,,Mortgage,Charlotte,NC,27/05/2018,661.0,12.0,2.0,0.0,19.66,156.0,3.0,0.0
