customer_id,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date
CUST002127,Anil Gupta,25,Unemployed,0.0,109151.52,Mortgage,Milwaukee,WI,2016-07-02
CUST002128,Arjun Patel,53,Employed,0.46,37458.79,Own,San Jose,CA,2018-05-27
CUST002129,Arjun Gupta,48,Self-Employed,0.38,36005.38,Mortgage,Omaha,NE,2018-06-23
CUST002130,Lisa Wilson,48,Employed,12.41,97846.65,Own,Minneapolis,MN,18/02/2017
CUST002131,Arjun Garcia,45,Employed,0.0,104105.68,Rent,Dallas,TX,2016-05-11
CUST002132,Michael Anderson,40,Employed,6.0,99792.27,rent,Oklahoma City,OK,2019-09-14
CUST002133,Robert Sharma,48,Employed,4.95,27187.74,Rent,Arlington,TX,13/05/2015
CUST002134,Joseph Smith,47,Employed,3.48,45271.34,Rent,Oklahoma City,OK,2021-09-28
CUST002135,Joseph Nair,35,Employed,18.43,98104.96,mortgage,Austin,TX,2021-10-18
CUST002136,Joseph Anderson,33,Employed,1.1,61385.27,Mortgage,Louisville,KY,2021-06-10
CUST002137,Jessica Davis,41,Employed,7.69,31438.37,own,Arlington,Texas,2017-08-14
CUST002138,Sneha Reddy,115,Employed,5.62,78825.42,Mortgage,Nashville,TN,2021-01-20
CUST002139,Arjun Reddy,25,Employed,18.33,38992.15,Mortgage,Raleigh,North Carolina,2017-09-25
CUST002140,Anjali Miller,22,Retired,0.0,175731.92,Own,El Paso,TX,2018-06-20
CUST002141,Vikram Garcia,41,Employed,0.69,151282.6,Rent,Minneapolis,MN,2020-06-17
CUST002142,James Lopez,40,Employed,1.84,86030.61,Rent,Minneapolis,MN,2019-01-30
CUST002143,James Williams,42,Employed,9.51,135483.35,Own,Fresno,CA,2016-11-09
CUST002144,Neha Smith,42,Unemployed,0.0,62247.57,Mortgage,Miami,FL,2020-03-29
CUST002145,Linda Jones,37,Employed,2.38,94775.15,Mortgage,Cleveland,OH,2016-01-29
CUST002146,Charles Anderson,57,Employed,4.92,145311.09,Rent,Nashville,TN,2021-12-01
CUST002147,Richard Shah,22,Employed,4.14,69376.2,Mortgage,Atlanta,Georgia,2018-06-10
CUST002148,Rahul Johnson,30,Self-Employed,5.12,51374.01,Own,Los Angeles,CA,2017-12-17
CUST002149,Mary Miller,38,Self-Employed,6.25,21530.52,Rent,Boston,MA,2017-06-18
CUST002150,Richard Martinez,22,Employed,6.52,56960.87,Mortgage,El Paso,TX,2018-08-06
CUST002151,Susan Davis,37,Employed,6.69,98130.54,Mortgage,San Diego,CA,2018-12-06
CUST002152,Thomas Reddy,59,Employed,23.94,105596.45,Mortgage,Portland,OR,2021-05-21
CUST002153,Susan Hernandez,40,Employed,2.2,81033.59,Rent,Raleigh,NC,2017-07-26
CUST002154,Sarah Garcia,42,Self-Employed,0.23,43270.25,Rent,Nashville,TN,2017-08-11
CUST002155,Richard Smith,24,employed,2.15,18286.29,Mortgage,Los Angeles,CA,2021-03-09
CUST002156,Susan Rodriguez,32,Employed,12.13,44483.38,Own,Omaha,NE,2018-03-22
CUST002157,Michael Smith,35,employed,0.44,49880.88,Mortgage,Atlanta,GA,2016-02-14
CUST002158,William Gonzalez,36,Self-Employed,5.21,49624.63,Rent,San Francisco,CA,2019-08-20
CUST002159,Linda Hernandez,55,SELF-EMPLOYED,2.75,86780.2,Own,Raleigh,NC,2020-04-13
CUST002160,Jessica Martinez,46,Retired,0.0,197088.05,Mortgage,Cleveland,OH,2017-07-10
CUST002161,Anil Davis,26,Employed,13.2,64480.46,Own,Charlotte,NC,2016-06-05
CUST002162,Rahul Lopez,42,Employed,7.69,52573.16,Mortgage,Houston,TX,2021-03-05
CUST002163,David Kumar,45,Employed,0.52,51249.8,Own,Raleigh,North Carolina,2019-12-02
CUST002164,Ramesh Nair,53,employed,0.13,64513.57,Own,Atlanta,GA,28/02/2017
CUST002165,John Brown,58,Employed,0.73,36425.48,Mortgage,Austin,TX,2020-09-11
CUST002166,Barbara Jones,27,Employed,1.94,64351.73,Rent,Tucson,AZ,2021-03-01
CUST002167,Richard Miller,30,Employed,1.38,78471.23,Mortgage,Arlington,Texas,2015-01-10
CUST002168,Anjali Nair,24,Retired,0.0,67901.38,Mortgage,Memphis,TN,2016-02-26
CUST002169,Rahul Hernandez,37,Self-Employed,0.77,78788.72,Rent,San Jose,CA,2017-12-21
CUST002170,Ramesh Shah,45,Employed,6.98,77671.88,Mortgage,Indianapolis,IN,2021-05-21
CUST002171,Sarah Johnson,51,Employed,9.33,20678.75,Own,Chicago,IL,2020-10-26
CUST002172,Richard Singh,39,Employed,3.35,87739.03,Own,Cleveland,OH,2019-06-04
CUST002173,Charles Jones,36,Employed,15.68,40030.27,RENT,San Diego,CA,2018-04-10
CUST002174,Priya Davis,41,Employed,0.64,31023.38,Rent,Fort Worth,TX,2018-04-14
CUST002175,Patricia Shah,29,EMPLOYED,0.56,30863.48,Own,Los Angeles,CA,26/09/2019
CUST002176,Karen Jones,65,Retired,0.0,77662.28,rent,Baltimore,MD,2021-08-15
CUST002177,Pooja Patel,22,Employed,20.06,52389.16,Rent,Oklahoma City,Oklahoma,2021-08-17
CUST002178,Kiran Miller,42,Employed,2.69,21825.16,Own,Portland,OR,18/01/2018
CUST002179,Jennifer Sharma,64,Unemployed,0.0,79763.61,Mortgage,San Jose,CA,2017-12-31
CUST002180,John Garcia,40,Employed,1.13,25241.26,MORTGAGE,Portland,OR,2015-09-11
CUST002181,Pooja Gonzalez,37,Employed,9.36,65113.87,Mortgage,Columbus,OH,05/05/2020
CUST002182,Pooja Lopez,35,Employed,1.86,69085.45,Mortgage,Portland,OR,2021-04-03
CUST002183,Kiran Kumar,37,Self-Employed,6.63,101859.15,rent,Minneapolis,MN,2021-04-24
CUST002184,Anil Garcia,56,Employed,18.34,174383.27,Mortgage,Arlington,Texas,2016-01-24
CUST002185,Priya Nair,22,Employed,13.52,26401.98,Mortgage,Atlanta,GA,2021-11-01
CUST002186,Rahul Kumar,58,retired,0.0,58018.41,Mortgage,Houston,TX,2019-06-20
CUST002187,Sneha Nair,22,Employed,0.26,50726.25,Own,Dallas,TX,2017-09-27
CUST002188,Kiran Sharma,36,SELF-EMPLOYED,4.68,77671.98,Rent,Tucson,AZ,2016-08-01
CUST002189,Karen Patel,34,Unemployed,0.0,68145.56,Own,Columbus,OH,28/07/2017
CUST002190,Vikram Shah,47,Employed,2.55,48458.95,Mortgage,Sacramento,CA,15/07/2019
CUST002191,Robert Miller,22,Unemployed,0.0,45956.87,Own,Oklahoma City,OK,2020-01-12
CUST002192,Joseph Miller,45,Self-Employed,0.74,,Mortgage,Atlanta,GA,02/04/2019
CUST002193,Deepa Davis,64,Retired,0.0,108306.12,Mortgage,Tucson,AZ,2018-06-13
CUST002194,Vikram Miller,23,Employed,5.16,78867.34,Rent,Memphis,TN,2015-03-28
CUST002195,Lisa Wilson,42,Retired,0.0,103845.65,Mortgage,Oklahoma City,OK,2019-09-09
CUST002196,Anjali Patel,32,Employed,1.23,49700.1,MORTGAGE,Jacksonville,FL,2018-03-25
CUST002197,David Lopez,45,SELF-EMPLOYED,1.66,40372.28,Mortgage,Milwaukee,WI,26/12/2020
CUST002198,Thomas Singh,40,Employed,4.82,31351.3,Rent,Fresno,CA,2017-05-29
CUST002199,Jennifer Jones,32,Employed,6.46,74261.69,Mortgage,El Paso,TX,2018-03-26
CUST002200,Jennifer Martinez,45,Employed,1.16,32084.36,Rent,Fresno,CA,2020-09-01
CUST002201,Deepa Kumar,61,Employed,15.53,181533.93,Own,Washington,DC,2015-04-26
CUST002202,Neha Davis,37,Employed,0.04,27321.1,MORTGAGE,San Francisco,CA,19/02/2021
CUST002203,Robert Anderson,48,Employed,6.02,70558.4,Own,Arlington,TX,2016-03-14
CUST002204,Pooja Gupta,24,Employed,1.72,153293.98,Rent,Atlanta,GA,2015-09-10
CUST002205,Arjun Wilson,28,Employed,3.26,85772.51,Own,Fort Worth,TX,2016-09-18
CUST002206,Deepa Anderson,45,Employed,4.22,66529.73,Mortgage,Indianapolis,IN,2017-10-22
CUST002207,Ramesh Wilson,57,Employed,4.12,33486.91,Mortgage,Seattle,WA,17/06/2018
CUST002208,Rahul Sharma,44,Unemployed,0.0,26132.59,Rent,Sacramento,CA,2015-03-26
CUST002209,Priya Rodriguez,36,Self-Employed,8.68,,Own,Nashville,TN,04/02/2021
CUST002210,Anjali Smith,39,employed,0.38,147810.8,Rent,Charlotte,North Carolina,2017-09-07
CUST002211,Susan Anderson,24,Employed,6.07,46013.5,Rent,Nashville,TN,2016-03-28
CUST002212,Joseph Rodriguez,47,Self-Employed,2.55,30229.18,Own,Denver,CO,21/02/2018
CUST002213,John Lopez,50,Employed,8.53,15000.0,Rent,Columbus,OH,2021-01-17
CUST002214,Jennifer Martinez,34,Employed,4.69,33241.06,own,Miami,FL,2016-04-01
CUST002215,Pooja Kumar,34,Employed,0.05,55927.19,Rent,Oklahoma City,OK,2015-12-18
CUST002216,Jennifer Rodriguez,43,Retired,0.0,156290.85,Rent,Atlanta,GA,2016-10-13
CUST002217,Joseph Brown,34,Employed,13.0,89668.98,Rent,Washington,District of Columbia,2019-07-28
CUST002218,Linda Williams,39,Self-Employed,0.43,71901.42,Mortgage,Sacramento,CA,2015-06-20
CUST002219,Rahul Johnson,65,Employed,3.41,47095.29,Rent,Seattle,WA,12/03/2017
CUST002220,Richard Hernandez,37,Self-Employed,4.92,42196.84,Own,Denver,CO,13/09/2021
CUST002221,Richard Mehta,35,Employed,1.09,139161.24,Mortgage,San Diego,CA,2021-05-04
CUST002222,Arjun Rodriguez,32,Employed,5.26,67537.83,Mortgage,Cleveland,OH,24/02/2021
CUST002223,Lisa Reddy,48,employed,0.26,16957.06,Mortgage,Fresno,CA,2015-08-30
CUST002224,Karen Miller,37,Retired,0.0,39969.67,Rent,Memphis,TN,2015-03-24
CUST002225,William Rao,32,Employed,7.19,35777.35,Own,Louisville,Kentucky,2016-11-15
CUST002226,Thomas Smith,55,Employed,14.15,43141.54,Rent,Washington,DC,2017-03-21
CUST002227,Lisa Martinez,57,Self-Employed,2.71,83930.67,mortgage,San Jose,CA,2020-05-31
CUST002228,Neha Gonzalez,32,Employed,0.17,56136.03,Rent,Denver,CO,2015-06-12
CUST002229,Vikram Patel,22,Employed,2.09,57175.5,Rent,Chicago,IL,2021-09-27
CUST002230,James Sharma,52,Employed,3.63,131673.93,Rent,Denver,CO,19/02/2016
CUST002231,Pooja Rao,9,Employed,13.73,39423.74,Own,Philadelphia,PA,2016-01-22
CUST002232,Barbara Gonzalez,49,Employed,10.73,183234.08,Mortgage,Washington,DC,2019-07-01
CUST002233,Joseph Davis,22,Unemployed,0.0,40023.24,Mortgage,Baltimore,MD,2019-02-25
CUST002234,Jessica Sharma,50,Employed,6.54,63165.84,Own,San Francisco,CA,09/10/2015
CUST002235,Joseph Kumar,25,Unemployed,0.0,50578.3,Mortgage,Atlanta,GA,07/04/2015
CUST002236,Anil Reddy,48,Employed,9.51,64476.2,Mortgage,Columbus,OH,2020-08-18
CUST002237,Anil Hernandez,40,Employed,5.38,78178.91,Own,Fort Worth,TX,11/08/2017
CUST002238,Jennifer Hernandez,28,EMPLOYED,3.88,77675.96,Mortgage,Fresno,CA,2016-09-10
CUST002239,Richard Wilson,35,Self-Employed,3.23,38106.1,Mortgage,Seattle,WA,2015-12-03
CUST002240,Sunita Miller,48,Employed,7.07,30523.47,Own,Sacramento,CA,02/03/2016
CUST002241,Deepa Anderson,41,self-employed,8.27,268848.44,Mortgage,Seattle,WA,2018-10-11
CUST002242,Mary Lopez,47,Self-Employed,1.23,44784.14,Mortgage,Dallas,TX,2019-09-17
CUST002243,William Patel,63,Employed,3.21,91083.09,Rent,San Antonio,TX,2019-03-13
CUST002244,William Martinez,22,Employed,7.37,22820.52,Mortgage,Arlington,TX,2019-04-04
CUST002245,James Sharma,59,Employed,5.63,50626.6,Mortgage,Raleigh,NC,21/05/2021
CUST002246,Neha Hernandez,41,Self-Employed,4.48,55474.59,Mortgage,Indianapolis,IN,2021-01-16
CUST002247,Joseph Wilson,29,Employed,1.96,79514.05,Rent,Indianapolis,IN,2020-06-25
CUST002248,Ramesh Mehta,24,Self-Employed,4.7,15000.0,Mortgage,Houston,TX,2017-03-27
CUST002249,Vikram Rao,37,Employed,4.74,,Mortgage,Tucson,AZ,2015-04-07
CUST002250,Lisa Hernandez,51,Self-Employed,2.83,30036.1,Mortgage,Charlotte,NC,2020-12-18
CUST002251,Mary Patel,38,EMPLOYED,16.13,72737.14,OWN,Charlotte,NC,2018-03-13
CUST002252,Robert Jones,58,Employed,5.29,32151.12,Own,Houston,TX,2016-09-27
CUST002253,Barbara Hernandez,22,Retired,0.0,35836.08,Rent,San Antonio,TX,2021-12-19
CUST002254,Vikram Gonzalez,39,Self-Employed,0.69,50808.73,rent,Portland,OR,2017-08-26
CUST002255,Jessica Gonzalez,24,Employed,7.07,31843.94,Mortgage,El Paso,TX,01/03/2019
CUST002256,John Singh,44,Self-Employed,4.6,,Mortgage,Atlanta,GA,2020-02-19
CUST002257,Anjali Miller,50,Self-Employed,1.84,29259.94,Mortgage,San Antonio,TX,2018-06-20
CUST002258,Sneha Brown,34,Employed,0.73,19932.32,Rent,Dallas,TX,2019-01-09
CUST002259,Arjun Patel,22,Employed,2.39,110279.6,Rent,New York,NY,2017-11-29
CUST002260,Deepa Shah,42,Employed,2.91,,Rent,Sacramento,CA,2019-12-14
CUST002261,Lisa Williams,45,Retired,0.0,53787.24,Own,Austin,TX,2018-11-18
CUST002262,David Brown,44,Employed,5.55,94064.37,Rent,Portland,OR,2018-08-26
CUST002263,Susan Johnson,54,Employed,1.83,41399.89,Rent,Atlanta,Georgia,2017-01-17
CUST002264,Kiran Smith,27,Employed,8.2,36493.9,Rent,Atlanta,GA,2020-08-27
CUST002265,Susan Miller,48,Employed,5.23,68579.08,MORTGAGE,Fort Worth,TX,2017-09-06
CUST002266,John Gonzalez,54,Employed,1.86,117097.28,Mortgage,Denver,CO,18/02/2021
CUST002267,Charles Miller,22,Employed,2.23,29685.41,Rent,Oklahoma City,OK,13/01/2021
CUST002268,Joseph Martinez,43,Employed,14.25,54715.99,Mortgage,Denver,Colorado,01/09/2019
CUST002269,Amit Williams,33,Retired,0.0,21173.45,Own,Houston,TX,2017-07-08
CUST002270,Anil Johnson,39,Retired,0.0,47291.19,Mortgage,Philadelphia,PA,2019-11-09
CUST002271,Rahul Kumar,44,Employed,5.68,61115.62,RENT,Cleveland,OH,2019-08-06
CUST002272,James Garcia,34,Employed,19.55,35854.53,Rent,Charlotte,NC,18/03/2016
CUST002273,Priya Wilson,31,Unemployed,0.0,45515.35,Own,Fresno,CA,2017-03-07
CUST002274,Vikram Garcia,40,Employed,0.37,,Rent,Chicago,IL,2018-07-15
CUST002275,Linda Jones,26,Self-Employed,4.03,62708.18,Own,Jacksonville,FL,2021-03-15
CUST002276,Sunita Sharma,26,Unemployed,0.0,112805.07,Rent,Portland,OR,2021-07-28
CUST002277,John Gonzalez,48,Self-Employed,1.03,30999.11,Own,Jacksonville,FL,2015-04-25
CUST002278,Jessica Jones,26,Employed,8.63,41208.38,Mortgage,Chicago,IL,2020-11-26
CUST002279,Jessica Martinez,47,Retired,0.0,80945.21,Own,Louisville,KY,2019-03-23
CUST002280,Ramesh Nair,45,Unemployed,0.0,123903.02,Mortgage,Miami,FL,2015-09-28
CUST002281,Sneha Garcia,22,Self-Employed,1.6,24442.68,Mortgage,Jacksonville,FL,2018-09-14
CUST002282,Lisa Patel,31,Employed,1.78,54107.56,Rent,Denver,CO,2016-06-20
CUST002283,Richard Kumar,54,Self-Employed,0.44,70960.49,Mortgage,Chicago,IL,2017-06-07
CUST002284,Anil Rodriguez,28,Employed,13.41,56317.81,Mortgage,New York,NY,2015-04-02
CUST002285,Richard Smith,34,Employed,2.41,,Mortgage,Nashville,TN,2019-04-25
CUST002286,Barbara Anderson,45,Employed,0.89,80874.51,Own,Cleveland,OH,2017-07-21
CUST002287,John Gonzalez,49,Retired,0.0,148985.13,Own,Omaha,NE,2017-12-19
CUST002288,Sarah Kumar,36,Unemployed,0.0,64215.32,Mortgage,San Antonio,TX,2017-04-30
CUST002289,Arjun Patel,32,Self-Employed,5.0,32252.03,mortgage,El Paso,TX,2019-10-06
CUST002290,Kiran Anderson,57,Employed,7.52,44007.87,Own,Denver,CO,2020-05-05
CUST002291,Anil Patel,60,Employed,12.93,173155.94,Mortgage,Milwaukee,WI,2019-09-26
CUST002292,Robert Reddy,51,Unemployed,0.0,103360.43,OWN,Fresno,CA,2015-09-03
CUST002293,Jennifer Martinez,9,EMPLOYED,2.73,87905.35,Mortgage,Tucson,AZ,2015-05-18
CUST002294,Anil Lopez,30,unemployed,0.0,74150.16,Rent,Miami,FL,2017-01-13
CUST002295,Lisa Gonzalez,30,EMPLOYED,4.27,40268.22,Mortgage,Dallas,TX,2018-07-27
CUST002296,Susan Wilson,46,Self-Employed,3.86,53085.4,Rent,Minneapolis,MN,2016-11-07
CUST002297,Sarah Garcia,45,unemployed,0.0,57139.24,Rent,Milwaukee,WI,21/05/2019
CUST002298,Ramesh Anderson,56,EMPLOYED,3.5,83261.75,Mortgage,Seattle,WA,12/10/2020
CUST002299,Anjali Mehta,47,Employed,0.3,148056.81,Mortgage,Fort Worth,TX,2021-02-08
CUST002300,Susan Nair,22,Employed,3.47,117125.69,MORTGAGE,San Diego,CA,2015-04-19
CUST002301,Michael Gonzalez,52,Retired,0.0,25549.41,Mortgage,El Paso,TX,2017-08-24
CUST002302,Robert Davis,28,self-employed,1.0,68486.85,Rent,Austin,TX,2018-02-08
CUST002303,David Rodriguez,35,Self-Employed,2.45,93158.54,Rent,Milwaukee,WI,2020-08-23
CUST002304,Charles Mehta,43,Employed,4.01,86796.03,Rent,San Francisco,California,2019-04-04
CUST002305,John Nair,63,Self-Employed,1.02,41046.45,Mortgage,Jacksonville,FL,22/12/2016
CUST002306,Jessica Sharma,75,Self-Employed,1.62,344023.6,Mortgage,New York,New York,2019-05-10
CUST002307,Sunita Rao,47,Employed,2.34,27826.64,Rent,El Paso,TX,2020-03-11
CUST002308,Linda Lopez,37,Retired,0.0,,Mortgage,Denver,CO,20/12/2015
CUST002309,John Rao,46,Employed,33.48,68882.47,Mortgage,Cleveland,OH,05/04/2021
CUST002310,Michael Kumar,50,Employed,8.17,213220.44,Rent,Fort Worth,TX,2019-11-20
CUST002311,Priya Wilson,36,Employed,8.33,,Rent,Jacksonville,FL,2020-10-24
CUST002312,Deepa Garcia,61,Employed,4.21,51047.05,Own,Arlington,TX,2021-07-13
CUST002313,Thomas Miller,42,Self-Employed,16.26,114276.5,Mortgage,Louisville,KY,2019-02-16
CUST002314,Pooja Johnson,45,Employed,6.59,59235.88,Rent,Las Vegas,NV,2021-12-20
CUST002315,Anil Smith,47,Unemployed,0.0,48983.45,Mortgage,Minneapolis,MN,2021-02-10
CUST002316,John Shah,45,Employed,4.71,84067.87,RENT,Oklahoma City,Oklahoma,2021-04-22
CUST002317,Anil Gonzalez,50,Employed,3.92,70510.07,Mortgage,Philadelphia,PA,2021-03-01
CUST002318,Arjun Reddy,32,Self-Employed,4.34,111108.59,MORTGAGE,Louisville,KY,2018-08-07
CUST002319,Vikram Miller,33,Self-Employed,8.51,129946.92,Own,San Antonio,TX,2019-04-28
CUST002320,Vikram Johnson,26,Employed,3.56,71984.19,Mortgage,Jacksonville,FL,2015-04-03
CUST002321,James Rodriguez,45,Retired,0.0,71327.67,Own,Dallas,TX,2016-01-10
CUST002322,Linda Nair,49,Self-Employed,1.44,68081.89,Rent,Atlanta,GA,27/10/2020
CUST002323,William Hernandez,45,Employed,13.45,80296.26,Rent,Oklahoma City,OK,11/06/2015
CUST002324,Anil Sharma,60,Employed,0.45,61889.29,Mortgage,Indianapolis,IN,2020-07-08
CUST002325,Anil Williams,39,Employed,25.24,59852.29,Own,New York,NY,2015-05-04
CUST002326,Jennifer Singh,48,Unemployed,0.0,122758.74,Own,San Francisco,CA,2018-08-22
CUST002327,Sarah Nair,26,Employed,3.17,148697.56,Mortgage,Memphis,TN,21/08/2018
CUST002328,Deepa Jones,35,Employed,1.86,24232.94,Own,Indianapolis,IN,2021-04-11
CUST002329,Sneha Rodriguez,48,Employed,2.6,60235.23,mortgage,Baltimore,MD,24/01/2020
CUST002330,David Garcia,50,Employed,7.63,39607.88,Mortgage,Seattle,WA,2015-09-06
CUST002331,Mary Gupta,36,Self-Employed,0.75,49682.95,Mortgage,El Paso,TX,2020-06-09
CUST002332,Michael Garcia,39,Self-Employed,1.46,76229.95,Rent,Nashville,TN,2021-12-05
CUST002333,Charles Brown,22,Employed,0.66,89470.39,Rent,Raleigh,NC,2018-07-23
CUST002334,Vikram Garcia,35,Employed,2.78,55978.57,Own,Cleveland,OH,2020-01-20
CUST002335,John Mehta,50,Employed,2.45,18996.23,Rent,New York,NY,2020-06-16
CUST002336,James Mehta,46,Self-Employed,5.23,33556.06,Own,San Francisco,CA,2015-09-24
CUST002337,Karen Jones,46,Unemployed,0.0,102528.88,Own,Boston,MA,2021-05-10
CUST002338,Deepa Lopez,40,Employed,11.14,15000.0,Mortgage,Indianapolis,IN,2017-10-29
CUST002339,Susan Miller,40,Employed,10.62,122082.98,Mortgage,Houston,TX,2019-11-23
CUST002340,Robert Mehta,32,Employed,5.19,81857.73,Own,San Diego,CA,2020-05-30
CUST002341,Jessica Anderson,48,Retired,0.0,131887.64,Mortgage,Milwaukee,WI,2019-07-09
CUST002342,Patricia Shah,45,Employed,2.42,53149.21,Rent,Nashville,TN,2018-12-02
CUST002343,Amit Shah,45,Employed,1.44,17381.41,Own,Austin,Texas,06/01/2018
CUST002344,Michael Gonzalez,33,EMPLOYED,0.73,77514.29,Rent,Louisville,KY,2018-09-17
CUST002345,Lisa Anderson,22,Employed,2.86,128642.42,Rent,Minneapolis,MN,2018-06-15
CUST002346,Patricia Gupta,53,Self-Employed,11.39,104279.81,Own,Nashville,TN,2015-12-12
CUST002347,James Johnson,34,Employed,6.81,40230.68,Mortgage,San Diego,CA,2020-07-01
CUST002348,Anjali Rao,29,Employed,20.94,63073.54,Own,Denver,CO,2021-01-17
CUST002349,Richard Davis,48,Self-Employed,1.08,43490.52,Own,Boston,MA,16/01/2019
CUST002350,Rahul Davis,35,Employed,3.47,36623.31,OWN,Arlington,TX,2020-05-14
CUST002351,Richard Williams,52,Employed,7.88,106216.33,Own,Charlotte,NC,2018-01-16
CUST002352,Mary Wilson,9,Employed,3.09,29187.06,Own,Charlotte,NC,2020-10-27
CUST002353,Mary Smith,48,Self-Employed,2.19,35021.24,Own,Dallas,TX,2019-03-10
CUST002354,Arjun Miller,23,Employed,8.46,,Mortgage,Atlanta,GA,2016-04-15
CUST002355,John Davis,54,Retired,0.0,24485.87,Mortgage,San Jose,CA,2021-03-08
CUST002356,Michael Mehta,43,employed,12.21,65371.95,Rent,Milwaukee,WI,2016-10-20
CUST002357,David Reddy,35,Employed,1.56,120198.74,Own,Omaha,NE,2021-04-25
CUST002358,David Johnson,41,Unemployed,0.0,53587.65,Mortgage,Boston,MA,2016-09-02
CUST002359,Sunita Kumar,22,Unemployed,0.0,24259.2,Rent,Portland,OR,2015-01-07
CUST002360,Michael Hernandez,44,Employed,1.71,99108.13,Own,Sacramento,CA,2017-08-18
CUST002361,Priya Singh,27,Retired,0.0,,Mortgage,Atlanta,GA,2017-07-09
CUST002362,Richard Gupta,23,Employed,3.63,40629.7,Mortgage,Fresno,CA,2020-03-03
CUST002363,Jessica Singh,22,Self-Employed,2.71,44930.29,Rent,Columbus,OH,08/03/2018
CUST002364,Vikram Wilson,53,Employed,9.91,81584.65,Rent,Indianapolis,IN,2016-11-04
CUST002365,Linda Davis,32,Employed,7.94,158438.89,Mortgage,Omaha,NE,2019-12-01
CUST002366,Jessica Brown,58,Employed,1.85,43831.13,Rent,Philadelphia,PA,22/04/2021
CUST002367,Neha Hernandez,33,Employed,3.58,26917.45,Mortgage,Tucson,AZ,2020-10-24
CUST002368,Susan Smith,22,Employed,2.82,87452.51,Mortgage,Baltimore,MD,2015-03-15
CUST002369,Vikram Shah,26,Employed,0.29,96706.98,Rent,Tucson,AZ,2017-07-13
CUST002370,Priya Smith,54,Retired,0.0,60094.82,rent,Boston,MA,2016-02-14
CUST002371,Anjali Miller,38,Employed,1.0,42835.4,Own,Phoenix,AZ,2021-08-25
CUST002372,Anil Davis,33,Employed,13.6,108730.46,Rent,Cleveland,OH,2021-07-28
CUST002373,John Mehta,41,Self-Employed,2.54,82192.69,Mortgage,San Diego,California,2019-01-15
CUST002374,Karen Shah,46,Employed,4.87,,Mortgage,Houston,TX,2017-05-26
CUST002375,Rahul Johnson,53,Employed,8.53,61664.08,Mortgage,Sacramento,CA,2018-03-14
CUST002376,John Miller,57,Employed,0.99,26608.22,Rent,Minneapolis,MN,2021-01-05
CUST002377,Sunita Martinez,35,Employed,3.9,90357.95,Rent,Fort Worth,TX,2015-03-16
CUST002378,Kiran Brown,24,Retired,0.0,51157.27,MORTGAGE,Cleveland,OH,2019-07-11
CUST002379,David Rodriguez,35,Employed,3.56,46100.24,rent,Fresno,CA,2019-05-25
CUST002380,Michael Gupta,43,Employed,4.33,58704.71,Mortgage,San Jose,CA,2019-02-17
CUST002381,Priya Shah,28,Employed,0.93,61339.83,Own,Austin,TX,2016-12-10
CUST002382,Anjali Mehta,28,Employed,4.35,102432.37,Mortgage,Oklahoma City,OK,2017-03-08
CUST002383,William Hernandez,44,Employed,3.03,85361.83,Mortgage,Tucson,AZ,2018-08-07
CUST002384,Susan Shah,39,Self-Employed,3.69,54510.82,MORTGAGE,Baltimore,MD,2021-09-27
CUST002385,Priya Mehta,40,Self-Employed,11.77,94674.59,MORTGAGE,San Diego,CA,2019-01-05
CUST002386,Sneha Williams,30,Unemployed,0.0,76148.63,MORTGAGE,Columbus,OH,2020-05-08
CUST002387,Arjun Smith,37,Employed,3.23,46352.95,Mortgage,Raleigh,NC,2017-11-21
CUST002388,Deepa Gonzalez,28,employed,3.18,55557.24,Rent,Miami,FL,2019-11-07
CUST002389,Pooja Shah,50,Retired,0.0,54779.22,Rent,Philadelphia,PA,2018-01-16
CUST002390,Joseph Kumar,52,Employed,2.29,81077.18,Rent,Minneapolis,MN,2018-02-22
CUST002391,James Davis,22,Retired,0.0,48039.86,Rent,Baltimore,MD,2018-07-25
CUST002392,Mary Gupta,28,Unemployed,0.0,47370.48,OWN,Houston,TX,2016-06-30
CUST002393,Linda Martinez,22,Retired,0.0,195097.44,Rent,Milwaukee,WI,2020-07-26
CUST002394,Sarah Reddy,32,Employed,4.44,105223.43,Mortgage,Dallas,TX,2019-11-26
CUST002395,Ramesh Rao,38,EMPLOYED,1.5,37935.39,Rent,Minneapolis,MN,2020-09-08
CUST002396,Sarah Gupta,22,Self-Employed,0.47,84336.04,Rent,Portland,OR,2017-08-18
CUST002397,Jennifer Johnson,28,self-employed,1.15,64280.4,Own,Milwaukee,WI,2021-06-27
CUST002398,William Lopez,27,Employed,12.25,75730.08,RENT,Cleveland,OH,2018-04-15
CUST002399,Kiran Martinez,42,Self-Employed,0.05,65017.05,Rent,Houston,Texas,2020-11-14
CUST002400,Richard Jones,40,Employed,0.72,122245.38,Rent,Sacramento,CA,2018-05-11
CUST002401,Anjali Miller,31,Employed,7.09,73671.57,Own,Milwaukee,WI,08/03/2018
CUST002402,Robert Davis,42,Unemployed,0.0,57684.67,Rent,Nashville,TN,2020-07-09
CUST002403,Deepa Reddy,33,Employed,5.83,111894.79,RENT,Los Angeles,CA,05/06/2021
CUST002404,Arjun Jones,36,Employed,12.78,68869.66,Mortgage,Louisville,KY,2017-02-28
